Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
Mercedes,GL Class,2008,Crossover,305000.0,5500.0,Petrol,Automatic,22000.0
Volkswagen,Golf,2013,Hatchback,117000.0,1400.0,Petrol,Manual,9200.0
Mercedes,E Class,2002,Sedan,302000.0,2200.0,Diesel,Manual,3300.0
Land Rover,Discovery,2006,Universal,296000.0,2720.0,Diesel,Automatic,14400.0
Renault,Fluence,2016,Sedan,151000.0,1500.0,Diesel,Manual,7000.0
Opel,Zafira,2000,Minivan,258000.0,2000.0,Diesel,Manual,1300.0
UAZ,Altele,1990,SUV,0.0,2900.0,Petrol,Manual,3500.0
Skoda,Octavia,2012,Sedan,120000.0,1400.0,Petrol,Manual,11999.0
Mercedes,E Class,2006,Universal,390000.0,3200.0,Diesel,Automatic,3700.0
Mercedes,E Class,2004,Sedan,250000.0,3200.0,Diesel,Automatic,1999.0
BMW,5 Series,1999,Sedan,300000.0,2000.0,Petrol,Manual,2650.0
Toyota,Yaris,2007,Hatchback,180000.0,1400.0,Diesel,Automatic,4500.0
Mercedes,S Class,2000,Sedan,300.0,3200.0,Diesel,Automatic,8200.0
BMW,7 Series,2006,Sedan,333000.0,3000.0,Diesel,Automatic,10000.0
Toyota,Prius,2012,Coupe,190000.0,1800.0,Hybrid,Automatic,8300.0
Volkswagen,Transporter,2001,Minivan,1111.0,1900.0,Diesel,Manual,3800.0
Audi,A5,2015,Sedan,167160.0,2000.0,Diesel,Automatic,18900.0
Audi,A6,2006,Sedan,228700.0,2000.0,Diesel,Manual,8850.0
Volkswagen,Passat,2011,Sedan,202222.0,1400.0,Petrol,Automatic,10000.0
Mercedes,B Class,2006,Hatchback,178000.0,1500.0,Metan/Propan,Automatic,5900.0
Peugeot,307,2009,Universal,203000.0,1400.0,Petrol,Manual,4111.0
Renault,Megane,2013,Universal,157000.0,1500.0,Diesel,Manual,6500.0
Daewoo,Matiz,2010,Hatchback,11111.0,800.0,Petrol,Manual,1300.0
Chrysler,Grand Voyager,1996,Minivan,40000.0,2500.0,Diesel,Manual,3300.0
Opel,Astra,2009,Universal,1111111.0,130.0,Diesel,Manual,4699.0
Mercedes,M Class,2000,SUV,450000.0,2700.0,Diesel,Automatic,7500.0
Toyota,Auris,2010,Hatchback,227000.0,1400.0,Petrol,Manual,5500.0
Ford,Fiesta,2009,Universal,0.0,1400.0,Diesel,Automatic,3500.0
Mitsubishi,Outlander,2008,SUV,0.0,2000.0,Diesel,Manual,7300.0
Mazda,CX-7,2008,Universal,0.0,2200.0,Petrol,Manual,5950.0
Volkswagen,Touareg,2008,Sedan,0.0,2400.0,Diesel,Manual,7400.0
Mercedes,M Class,2006,Universal,0.0,3000.0,Diesel,Automatic,9000.0
Toyota,Yaris,2008,Hatchback,0.0,1400.0,Diesel,Manual,3200.0
Skoda,Rapid,2016,Hatchback,37000.0,1600.0,Petrol,Automatic,9999.0
Toyota,Verso,2015,Minivan,140132.0,1800.0,Petrol,Manual,11850.0
Renault,Clio,2002,Sedan,155556.0,1400.0,Petrol,Manual,2200.0
Toyota,Verso-S,2012,Minivan,164879.0,1400.0,Diesel,Manual,6900.0
Mitsubishi,Grandis,2008,Minivan,290000.0,2400.0,Petrol,Manual,7000.0
Renault,Grand Scenic,2013,Minivan,217000.0,1461.0,Diesel,Manual,6400.0
Vaz,2110,2002,Sedan,200.0,1500.0,Petrol,Manual,1200.0
Skoda,Superb,2018,Sedan,124000.0,2000.0,Diesel,Automatic,25500.0
BMW,3 Series,2004,Coupe,190000.0,1900.0,Petrol,Manual,2200.0
Hyundai,i20,2012,Hatchback,127000.0,1300.0,Metan/Propan,Manual,5350.0
Mitsubishi,Colt,2009,Hatchback,177000.0,1300.0,Petrol,Automatic,4250.0
Skoda,Fabia,2016,Minivan,112000.0,1400.0,Diesel,Manual,6999.0
Skoda,Superb,2018,Universal,160000.0,2000.0,Diesel,Automatic,22000.0
Mercedes,E Class,2002,Sedan,372000.0,2200.0,Diesel,Manual,5250.0
Lexus,LX Series,2008,SUV,280000.0,5700.0,Metan/Propan,Automatic,27900.0
Skoda,Fabia,2008,Universal,195500.0,1422.0,Diesel,Manual,5350.0
Vaz,2121niva,1995,Hatchback,111111.0,1700.0,Metan/Propan,Manual,1550.0
Mercedes,E Class,2010,Sedan,257000.0,2143.0,Diesel,Automatic,12800.0
Volkswagen,Passat,2012,Universal,268000.0,1600.0,Diesel,Manual,8600.0
Renault,Clio,2016,Universal,210000.0,1500.0,Diesel,Manual,6150.0
BMW,5 Series,2015,Sedan,220000.0,2000.0,Diesel,Automatic,20000.0
Mitsubishi,Space Wagon,1994,Minivan,382140.0,2000.0,Metan/Propan,Manual,2000.0
Vaz,2108,1996,Hatchback,87000.0,1500.0,Petrol,Manual,350.0
Vaz,21099,1999,Sedan,95000.0,1500.0,Petrol,Manual,1100.0
Toyota,Auris,2009,Hatchback,181000.0,1400.0,Diesel,Manual,5888.0
Mazda,626,1989,Hatchback,234567.0,2000.0,Petrol,Manual,750.0
Hyundai,Santa FE,2004,SUV,227000.0,2000.0,Metan/Propan,Manual,4700.0
Mercedes,C Class,2016,Universal,215000.0,2143.0,Diesel,Automatic,21000.0
Mercedes,GLC,2016,Crossover,185000.0,2500.0,Diesel,Automatic,28500.0
Ford,Fusion,2014,Sedan,70700.0,2000.0,Hybrid,Automatic,14999.0
Mercedes,Series (W124),1992,Sedan,280000.0,2300.0,Metan/Propan,Manual,1800.0
Renault,Grand Scenic,2006,Minivan,240000.0,1500.0,Diesel,Manual,3500.0
Citroen,C3,2012,Hatchback,99500.0,1400.0,Diesel,Manual,5500.0
Volkswagen,Golf,2002,Hatchback,1.0,1600.0,Metan/Propan,Automatic,3590.0
BMW,3 Series,1995,Universal,8545.0,1800.0,Petrol,Manual,1650.0
Renault,Scenic,2007,Combi,2400.0,100.0,Diesel,Manual,3850.0
Opel,Astra,1997,Hatchback,250000.0,1400.0,Metan/Propan,Manual,950.0
Skoda,Fabia,2003,Universal,1.0,1400.0,Metan/Propan,Manual,2500.0
Toyota,Avensis,2013,Universal,180000.0,2000.0,Diesel,Automatic,9000.0
Volvo,XC90,2012,SUV,180000.0,2400.0,Diesel,Automatic,14000.0
Opel,Astra,2012,Hatchback,202000.0,1248.0,Diesel,Manual,5800.0
Toyota,Hilux,2015,Pickup,70000.0,2700.0,Metan/Propan,Manual,18000.0
Skoda,Fabia,2003,Hatchback,232000.0,1200.0,Metan/Propan,Manual,2850.0
BMW,5 Series,2005,Universal,184000.0,2500.0,Diesel,Automatic,5999.0
Ford,Escort,1988,Hatchback,21000.0,1400.0,Petrol,Manual,1150.0
Mitsubishi,Space Star,1999,Universal,33085.0,180.0,Petrol,Manual,500.0
Volkswagen,Caddy,2011,Universal,136000.0,1600.0,Diesel,Manual,4200.0
Suzuki,Swift,2005,Hatchback,1.0,1500.0,Petrol,Manual,2000.0
Toyota,Rav 4,2013,Crossover,78000.0,2200.0,Diesel,Automatic,11500.0
Skoda,Roomster,2010,Universal,59000.0,1400.0,Diesel,Manual,3100.0
Nissan,Micra,2008,Hatchback,1.0,1200.0,Petrol,Automatic,2550.0
Toyota,Corolla,2013,Sedan,45000.0,1400.0,Diesel,Manual,6100.0
Volkswagen,Golf,1998,Universal,185000.0,1900.0,Diesel,Manual,850.0
Mitsubishi,Lancer,2006,Universal,1.0,1600.0,Petrol,Manual,2000.0
Skoda,Octavia,2000,Universal,1.0,1800.0,Petrol,Manual,1500.0
Volkswagen,Transporter,2004,Minivan,300000.0,2461.0,Diesel,Manual,5900.0
Honda,CR-V,2014,Crossover,45000.0,2200.0,Diesel,Automatic,10500.0
Volkswagen,Caddy,2010,Minivan,165000.0,2000.0,Metan/Propan,Manual,3150.0
Volkswagen,Golf,2013,Hatchback,89000.0,1200.0,Petrol,Automatic,5900.0
Volkswagen,Passat,2002,Universal,187000.0,1900.0,Diesel,Manual,2550.0
Rover,600 Series,1997,Sedan,125600.0,2000.0,Petrol,Manual,950.0
Mercedes,E Class,2006,Universal,0.0,2200.0,Diesel,Manual,4200.0
BMW,3 Series,2005,Sedan,190000.0,2000.0,Diesel,Automatic,3950.0
Mercedes,E Class,2017,Sedan,9000.0,1950.0,Diesel,Automatic,19599.0
Toyota,Corolla,2010,Sedan,120000.0,1400.0,Diesel,Manual,5250.0
Mercedes,E Class,2005,Sedan,240000.0,2200.0,Diesel,Automatic,2950.0
Dacia,Duster,2019,SUV,25000.0,1500.0,Diesel,Manual,8500.0
Toyota,Avensis,1998,Universal,315000.0,2000.0,Metan/Propan,Manual,2800.0
BMW,5 Series,2000,Sedan,309986.0,3000.0,Diesel,Manual,6700.0
Mazda,626,1992,Hatchback,389034.0,2000.0,Petrol,Manual,1250.0
Renault,Kangoo,2003,Universal,1.0,1400.0,Metan/Propan,Manual,2650.0
BMW,7 Series,2000,Sedan,22.0,2800.0,Metan/Propan,Automatic,3600.0
Mazda,323,1996,Sedan,223000.0,1500.0,Petrol,Manual,34000.0
Hyundai,Tucson,2017,Crossover,145000.0,2000.0,Diesel,Automatic,19350.0
Toyota,Avensis Verso,2003,Minivan,120000.0,2000.0,Diesel,Manual,3700.0
Honda,CR-V,2015,Crossover,85500.0,2000.0,Petrol,Automatic,11500.0
BMW,5 Series,2008,Sedan,132000.0,2500.0,Diesel,Automatic,6300.0
Toyota,Yaris,2018,Hatchback,108000.0,1500.0,Hybrid,Automatic,7200.0
Citroen,Berlingo,2010,Universal,135000.0,1600.0,Diesel,Manual,3100.0
Honda,CR-V,2001,SUV,135000.0,2000.0,Petrol,Automatic,2550.0
Toyota,Avensis,2014,Universal,123000.0,1800.0,Petrol,Manual,6200.0
Honda,Accord,2019,Sedan,21000.0,1500.0,Petrol,Automatic,19000.0
Volkswagen,Tiguan,2014,Crossover,25000.0,2000.0,Diesel,Manual,9200.0
Hyundai,ix35,2012,Crossover,58000.0,2000.0,Petrol,Automatic,7200.0
Hyundai,Elantra,2017,Sedan,23000.0,1600.0,Petrol,Automatic,7300.0
Hyundai,Tucson,2008,SUV,158000.0,2000.0,Diesel,Automatic,4200.0
Toyota,Venza,2011,Universal,1.0,2700.0,Petrol,Automatic,8700.0
Nissan,Almera Tino,2004,Microvan,0.0,1600.0,Petrol,Manual,1700.0
Volkswagen,Sharan,2011,Minivan,123000.0,1400.0,Petrol,Manual,6700.0
Volkswagen,Sharan,2011,Minivan,123000.0,1400.0,Petrol,Manual,6700.0
Mitsubishi,Colt,2009,Hatchback,45000.0,1300.0,Petrol,Automatic,3100.0
Toyota,Camry,2016,Sedan,56000.0,2500.0,Hybrid,Automatic,9900.0
Renault,Scenic,2001,Universal,285000.0,1900.0,Diesel,Manual,1350.0
Audi,A4,2017,Universal,178000.0,1400.0,Petrol,Manual,17700.0
Dacia,Duster,2012,SUV,142133.0,1500.0,Diesel,Manual,6999.0
Renault,Megane,2011,Universal,177182.0,1500.0,Diesel,Manual,5499.0
BMW,5 Series,2011,Sedan,82000.0,2000.0,Petrol,Automatic,13200.0
Toyota,Avensis,2001,Sedan,136000.0,1800.0,Petrol,Manual,1700.0
Audi,A3,2011,Universal,132500.0,1400.0,Petrol,Automatic,4550.0
Suzuki,Liana,2006,Universal,125000.0,1400.0,Diesel,Manual,1600.0
Renault,Grand Espace,2005,Minivan,132000.0,2000.0,Petrol,Automatic,2900.0
Toyota,Avensis Verso,2005,Minivan,235000.0,2000.0,Diesel,Manual,4200.0
Mazda,Premacy,2004,Universal,136000.0,2000.0,Petrol,Manual,2100.0
Fiat,Doblo,2008,Universal,125000.0,1300.0,Diesel,Manual,2200.0
Honda,Insight,2012,Hatchback,125000.0,1400.0,Hybrid,Automatic,4250.0
Fiat,500,2013,Hatchback,45000.0,1400.0,Petrol,Automatic,3900.0
Opel,Astra,2012,Universal,135000.0,1300.0,Diesel,Manual,3600.0
Volkswagen,Transporter,2006,Minivan,289000.0,2500.0,Diesel,Manual,6950.0
Mazda,3,2007,Hatchback,156000.0,1600.0,Petrol,Automatic,3300.0
Chery,Tiggo,2006,Crossover,112000.0,2400.0,Petrol,Manual,1600.0
Mitsubishi,Outlander,2007,Crossover,123000.0,2400.0,Petrol,Automatic,3350.0
Renault,City K-ZE,2019,Hatchback,10000.0,1000.0,Electric,Automatic,7500.0
Nissan,X-Trail,2002,Universal,240000.0,2000.0,Metan/Propan,Automatic,4200.0
Chevrolet,Trax,2018,Crossover,33000.0,1800.0,Petrol,Automatic,13650.0
Nissan,X-Trail,2006,Crossover,174000.0,2500.0,Metan/Propan,Automatic,6500.0
Mercedes,GLE Coupe,2020,Coupe,5000.0,3000.0,Petrol,Automatic,107999.0
Vaz,2121niva,1986,Hatchback,120000.0,1600.0,Petrol,Manual,1100.0
BMW,3 GT,2018,Sedan,55000.0,2000.0,Petrol,Automatic,16000.0
BMW,5 Series,2014,Sedan,160000.0,2800.0,Petrol,Automatic,18500.0
Toyota,Land Cruiser Prado,2011,SUV,155000.0,2700.0,Metan/Propan,Automatic,19850.0
Toyota,Auris,2014,Universal,138000.0,1800.0,Hybrid,Automatic,10500.0
Volkswagen,Jetta,2013,Sedan,240.0,1400.0,Hybrid,Automatic,8600.0
Audi,A6,2000,Universal,400000.0,2500.0,Diesel,Manual,3900.0
Hyundai,i30,2013,Hatchback,139000.0,1400.0,Diesel,Manual,7500.0
Audi,A4,1997,Sedan,267892.0,1800.0,Petrol,Manual,2300.0
Toyota,Avensis,2007,Universal,257000.0,2000.0,Diesel,Manual,4800.0
Dacia,Dokker,2014,Minivan,287921.0,1600.0,Metan/Propan,Manual,7000.0
Audi,A6,2001,Sedan,52.0,2500.0,Diesel,Manual,1200.0
Nissan,Sunny,1992,Universal,200000.0,1600.0,Petrol,Manual,10000.0
BMW,5 Series,2015,Sedan,99850.0,1997.0,Petrol,Automatic,20999.0
Chrysler,Voyager,2000,Minivan,360000.0,2500.0,Diesel,Manual,1000.0
Dacia,Logan Mcv,2008,Minivan,235000.0,1500.0,Diesel,Manual,4200.0
BMW,3 Series,2002,Sedan,245000.0,1989.0,Petrol,Manual,4200.0
Volkswagen,Golf,1996,Universal,360000.0,1900.0,Diesel,Manual,2350.0
Dacia,Sandero,2011,Hatchback,152300.0,1200.0,Petrol,Manual,3900.0
Audi,Q7,2008,Crossover,245000.0,3000.0,Diesel,Automatic,18000.0
Renault,Scenic,2016,Minivan,168740.0,1500.0,Diesel,Manual,8600.0
Toyota,Avensis,2005,Universal,187000.0,2000.0,Petrol,Automatic,6200.0
Nissan,Qashqai,2016,Crossover,173000.0,1500.0,Diesel,Manual,14450.0
Renault,Grand Scenic,2014,Universal,185000.0,1500.0,Diesel,Manual,8700.0
BMW,3 Series,2006,Sedan,250000.0,2500.0,Diesel,Automatic,5000.0
Nissan,Qashqai,2015,Crossover,167000.0,1500.0,Diesel,Manual,13200.0
Nissan,Qashqai,2016,Crossover,126000.0,1500.0,Diesel,Manual,14400.0
Nissan,Qashqai,2016,Crossover,191000.0,1200.0,Petrol,Automatic,12900.0
Nissan,Qashqai,2016,Crossover,142000.0,1500.0,Diesel,Manual,13500.0
Audi,A4,1996,Sedan,287000.0,1600.0,Petrol,Manual,2000.0
Mercedes,C Class,2008,Sedan,222000.0,3000.0,Metan/Propan,Automatic,7500.0
Mitsubishi,Outlander,2009,SUV,207000.0,2000.0,Petrol,Manual,5900.0
Mitsubishi,Outlander,2009,SUV,207000.0,2000.0,Petrol,Manual,5900.0
Skoda,Fabia,2011,Universal,168500.0,1200.0,Diesel,Manual,4850.0
Renault,Megane,2011,Sedan,230000.0,1500.0,Diesel,Manual,5500.0
Opel,Corsa,2012,Hatchback,144600.0,1300.0,Diesel,Manual,5150.0
Mercedes,C Class,2003,Sedan,200000.0,1800.0,Metan/Propan,Manual,4300.0
Volkswagen,Passat,1998,Sedan,480000.0,1800.0,Petrol,Manual,2800.0
Hyundai,Sonata,2012,Sedan,96000.0,2000.0,Petrol,Automatic,6000.0
Mazda,3,2006,Sedan,167000.0,2000.0,Petrol,Automatic,5700.0
Opel,Zafira,2004,Minivan,211684.0,2200.0,Diesel,Manual,3250.0
Byd,F6,2008,Sedan,130000.0,2000.0,Metan/Propan,Manual,4200.0
Nissan,Primera,1994,Universal,311000.0,1600.0,Petrol,Manual,1350.0
Land Rover,Freelander,2009,Crossover,156000.0,2200.0,Diesel,Automatic,10500.0
Mazda,323,2000,Universal,3.0,2000.0,Diesel,Manual,2200.0
Hyundai,i30,2013,Universal,190000.0,1400.0,Diesel,Manual,6850.0
Volkswagen,Polo,2006,Hatchback,228000.0,1400.0,Diesel,Manual,4000.0
Dacia,Duster,2015,Crossover,155000.0,1500.0,Diesel,Manual,8600.0
Opel,Combo,2004,Minivan,1.0,1300.0,Diesel,Manual,2500.0
Renault,Scenic,2010,Minivan,160000.0,1500.0,Diesel,Manual,5399.0
Mercedes,S Class,2007,Sedan,240.0,320.0,Diesel,Automatic,5600.0
Toyota,Rav 4,2008,SUV,215000.0,2200.0,Diesel,Manual,8500.0
Infiniti,Altele,2016,Sedan,38500.0,1999.0,Petrol,Automatic,18200.0
Fiat,Doblo Cargo,2002,Minivan,250000.0,1900.0,Diesel,Manual,1900.0
Mercedes,E Class,2001,Sedan,9.0,220.0,Diesel,Automatic,2000.0
BMW,5 Series,2012,Sedan,188000.0,3000.0,Diesel,Automatic,13400.0
Ford,Mondeo,2016,Sedan,80000.0,2000.0,Hybrid,Automatic,13700.0
Volkswagen,Golf,1993,Hatchback,0.0,1900.0,Diesel,Manual,1900.0
Honda,CR-V,2003,Minivan,425300.0,2000.0,Petrol,Manual,8000.0
Vaz,2121niva,1998,SUV,0.0,1600.0,Petrol,Manual,3000.0
Renault,Megane,2017,Universal,84800.0,1498.0,Diesel,Manual,11900.0
Ford,Focus,2015,Hatchback,161000.0,1500.0,Diesel,Manual,7800.0
Toyota,Corolla,2008,Sedan,280000.0,1400.0,Diesel,Manual,6400.0
Opel,Vectra,1995,Sedan,385000.0,1800.0,Metan/Propan,Manual,2100.0
Mercedes,Viano,2010,Minivan,210000.0,2200.0,Diesel,Automatic,11500.0
Ford,Mondeo,2009,Hatchback,169000.0,2000.0,Diesel,Automatic,7800.0
Mercedes,S Class,2003,Sedan,310000.0,3222.0,Diesel,Automatic,5300.0
Volkswagen,Golf,2005,Universal,321000.0,1900.0,Diesel,Manual,2250.0
Hyundai,Sonata,2015,Sedan,40000.0,2000.0,Metan/Propan,Automatic,9900.0
Volkswagen,Caddy,2005,Minivan,225688.0,1400.0,Petrol,Manual,4500.0
Mercedes,B Class,2009,Minivan,165.0,1500.0,Petrol,Automatic,7299.0
Mercedes,E Class,1999,Sedan,350000.0,2800.0,Metan/Propan,Manual,3000.0
Lexus,IS Series,2013,Sedan,168000.0,2500.0,Hybrid,Automatic,18000.0
BMW,5 Series,2009,Sedan,270000.0,2000.0,Diesel,Automatic,11700.0
Ford,Fusion,2019,Sedan,50000.0,2000.0,Hybrid,Automatic,15199.0
Toyota,Urban Cruiser,2009,Crossover,132000.0,1400.0,Diesel,Manual,7000.0
Volvo,XC60,2009,Crossover,268000.0,2400.0,Diesel,Automatic,12500.0
Renault,Espace,2005,Minivan,24000.0,2000.0,Metan/Propan,Manual,4850.0
Lexus,IS Series,2007,Sedan,245100.0,2200.0,Diesel,Manual,3200.0
Volkswagen,Passat,2017,Sedan,128000.0,1800.0,Petrol,Automatic,9500.0
Opel,Astra,2007,Universal,120000.0,1300.0,Diesel,Manual,4200.0
Renault,Megane,2018,Universal,150000.0,1461.0,Diesel,Manual,9999.0
Dodge,Challenger,2015,Coupe,105000.0,3604.0,Petrol,Automatic,17500.0
Ford,Fusion,2014,Sedan,140000.0,1500.0,Petrol,Automatic,10200.0
Renault,Grand Scenic,2010,Universal,177000.0,1461.0,Diesel,Automatic,5999.0
Hyundai,H200,2000,Minivan,325316.0,2500.0,Diesel,Manual,2500.0
Opel,Astra,2013,Universal,186000.0,1300.0,Diesel,Manual,6900.0
Skoda,Octavia,2013,Universal,200000.0,1200.0,Petrol,Manual,7350.0
BMW,5 Series,2005,Sedan,200000.0,3000.0,Diesel,Automatic,3000.0
Skoda,Octavia,2013,Universal,200000.0,1200.0,Petrol,Manual,7350.0
BMW,5 Series,2005,Sedan,200000.0,3000.0,Diesel,Automatic,3000.0
BMW,5 Series,2013,Sedan,11111111.0,2000.0,Diesel,Automatic,20000.0
Skoda,Superb,2016,Sedan,151370.0,1400.0,Petrol,Manual,13500.0
Citroen,Xsara Picasso,2000,Minivan,1111.0,1800.0,Petrol,Manual,1400.0
Volkswagen,Tiguan,2011,SUV,179000.0,1400.0,Petrol,Manual,10200.0
BMW,3 Series,1995,Sedan,128.0,200.0,Petrol,Manual,1100.0
BMW,5 Series,2011,Sedan,255000.0,1995.0,Diesel,Automatic,15999.0
Honda,Civic,2006,Sedan,192000.0,1300.0,Hybrid,Automatic,5500.0
Citroen,Jumpy,2000,Minivan,250000.0,2000.0,Diesel,Manual,1850.0
Mercedes,E Class,2003,Sedan,260000.0,3200.0,Diesel,Automatic,3800.0
Skoda,Fabia,2011,Hatchback,77600.0,1400.0,Petrol,Automatic,6990.0
Opel,Astra,2012,Universal,235000.0,1300.0,Diesel,Manual,7000.0
Volkswagen,Vento,1995,Sedan,111111.0,1800.0,Metan/Propan,Manual,1250.0
BMW,X5,2011,SUV,2.0,3500.0,Diesel,Automatic,16000.0
Mercedes,S Class,1996,Sedan,300000.0,3000.0,Diesel,Automatic,10000.0
Ford,Transit Connect,2011,Combi,240000.0,1800.0,Diesel,Manual,4800.0
Volkswagen,Golf,2015,Universal,98000.0,2000.0,Diesel,Manual,14000.0
Mitsubishi,Pajero Sport,2006,SUV,162000.0,2500.0,Diesel,Manual,8700.0
Audi,Allroad,2003,Minivan,260000.0,2500.0,Diesel,Manual,1700.0
Renault,Kangoo,2004,Minivan,209000.0,1500.0,Diesel,Manual,4350.0
Ford,Focus,2005,Sedan,98000.0,1600.0,Petrol,Automatic,4750.0
Volkswagen,Passat,2015,Sedan,151555.0,1800.0,Petrol,Automatic,8550.0
Honda,Jazz,2004,Hatchback,200000.0,1400.0,Metan/Propan,Manual,3350.0
Volvo,S60,2003,Sedan,173822.0,200.0,Metan/Propan,Automatic,3200.0
Skoda,Roomster,2009,Hatchback,200000.0,1500.0,Diesel,Manual,4650.0
Volkswagen,Passat,2013,Sedan,190085.0,1400.0,Metan/Propan,Automatic,9300.0
Volkswagen,Passat,2013,Sedan,190083.0,1390.0,Metan/Propan,Automatic,9350.0
Rover,45,2001,Hatchback,293863.0,1400.0,Petrol,Manual,1700.0
Chevrolet,Epica,2007,Sedan,248578.0,2000.0,Diesel,Manual,3700.0
Nissan,Tiida,2009,Sedan,160000.0,1600.0,Petrol,Automatic,5222.0
BMW,5 Series,1995,Universal,11.0,1800.0,Petrol,Manual,3000.0
Dacia,Duster,2013,Crossover,100000.0,1500.0,Diesel,Manual,7399.0
Nissan,Qashqai,2010,Crossover,112000.0,1600.0,Petrol,Manual,7800.0
Renault,Megane,2013,Hatchback,178632.0,1500.0,Diesel,Manual,5900.0
Dacia,Logan,2008,Sedan,123456.0,1500.0,Diesel,Manual,1800.0
Volkswagen,Passat,2000,Universal,123456.0,1900.0,Diesel,Manual,2000.0
Renault,Megane,2017,Universal,130000.0,1500.0,Diesel,Manual,9100.0
Opel,Astra,2009,Universal,250000.0,1300.0,Diesel,Manual,5100.0
Audi,A6,2018,Sedan,26000.0,1960.0,Diesel,Automatic,49000.0
BMW,3 Series,2000,Sedan,260000.0,2000.0,Diesel,Manual,1550.0
Honda,Accord,2006,Universal,248000.0,1998.0,Petrol,Automatic,6400.0
Honda,Accord,1994,Sedan,260000.0,1998.0,Petrol,Manual,2500.0
BMW,3 Series,2007,Coupe,168000.0,2500.0,Petrol,Automatic,9000.0
Opel,Frontera,2002,SUV,300000.0,2149.0,Diesel,Manual,3800.0
Chevrolet,Captiva,2016,Crossover,120000.0,2234.0,Diesel,Automatic,14500.0
Volkswagen,Passat,1995,Universal,111111.0,1900.0,Diesel,Manual,777.0
Opel,Kadett,1988,Hatchback,111111.0,1400.0,Petrol,Manual,6500.0
Audi,A4,2002,Universal,265000.0,2000.0,Petrol,Manual,1950.0
Volkswagen,Polo,2005,Hatchback,136000.0,1400.0,Petrol,Manual,2550.0
Renault,Espace,1994,Minivan,190000.0,2000.0,Petrol,Manual,1200.0
Mercedes,S Class,1993,Sedan,334500.0,2800.0,Petrol,Automatic,4000.0
Mercedes,M Class,2013,SUV,208000.0,2200.0,Diesel,Automatic,31500.0
Lifan,Breez,2008,Sedan,37000.0,1300.0,Petrol,Manual,1399.0
Mercedes,C Class,2001,Sedan,320000.0,2000.0,Petrol,Manual,4200.0
Mercedes,E Class,2013,Sedan,170000.0,2200.0,Diesel,Automatic,21500.0
Mercedes,C Class,2019,Sedan,44000.0,1930.0,Diesel,Automatic,33000.0
Skoda,Octavia,2015,Universal,154000.0,2000.0,Diesel,Automatic,14200.0
Mercedes,GLE,2016,SUV,15900.0,3000.0,Diesel,Automatic,41900.0
Audi,Q5,2013,Crossover,167777.0,1998.0,Hybrid,Automatic,17444.0
Toyota,Altele,1995,Sedan,192000.0,1495.0,Petrol,Manual,2500.0
Volvo,XC90,2016,SUV,206000.0,1967.0,Petrol,Automatic,28500.0
Renault,Kangoo,1999,Minivan,180000.0,1400.0,Petrol,Manual,1400.0
Vaz,2110,2000,Sedan,12543589.0,150.0,Petrol,Manual,650.0
Audi,A4,1999,Universal,285.0,1800.0,Metan/Propan,Manual,2950.0
Volkswagen,Amarok,2013,Pickup,282000.0,2000.0,Diesel,Manual,16000.0
Vaz,2106,1991,Sedan,152387.0,1600.0,Petrol,Manual,10500.0
Opel,Astra,1996,Universal,1.0,1600.0,Petrol,Manual,1300.0
Audi,A6,2015,Sedan,180000.0,2000.0,Diesel,Automatic,20700.0
Skoda,Octavia,2015,Universal,155000.0,1999.0,Diesel,Automatic,13999.0
BMW,X5,2005,SUV,271000.0,3000.0,Diesel,Automatic,14500.0
BMW,X5,2005,SUV,271000.0,3000.0,Diesel,Automatic,14500.0
Mercedes,E Class,2005,Sedan,410000.0,1800.0,Metan/Propan,Automatic,6600.0
Volkswagen,Transporter,1998,Minivan,389927.0,1900.0,Diesel,Manual,2100.0
Mazda,626,1988,Sedan,300029.0,200.0,Petrol,Manual,1650.0
Hyundai,i20,2011,Hatchback,189000.0,1248.0,Metan/Propan,Manual,4500.0
Honda,Accord,2014,Sedan,120000.0,2000.0,Hybrid,Automatic,11099.0
Mercedes,C Class,2008,Sedan,1.0,1800.0,Petrol,Automatic,9000.0
Peugeot,607,2003,Sedan,288350.0,2200.0,Diesel,Automatic,4000.0
Toyota,Land Cruiser Prado,2006,Minivan,189200.0,2700.0,Metan/Propan,Automatic,14800.0
Toyota,Verso-S,2011,Universal,130.0,1400.0,Diesel,Automatic,2850.0
Mercedes,E Class,2008,Sedan,214000.0,1800.0,Metan/Propan,Automatic,9900.0
Skoda,Octavia,2009,Universal,201000.0,1400.0,Petrol,Automatic,5499.0
Opel,Astra,1995,Universal,327000.0,1799.0,Petrol,Manual,1150.0
Mercedes,E Class,2017,Sedan,268000.0,2000.0,Diesel,Automatic,23500.0
BMW,5 Series,2017,Sedan,49000.0,1998.0,Petrol,Automatic,39200.0
BMW,X5,2002,SUV,265000.0,3000.0,Diesel,Automatic,4750.0
Opel,Corsa,2006,Hatchback,400000.0,1300.0,Diesel,Manual,3000.0
Skoda,Superb,2016,Sedan,144500.0,1968.0,Diesel,Automatic,18999.0
BMW,5 Series,1997,Sedan,312000.0,2500.0,Diesel,Manual,1700.0
Volvo,V70,2010,Universal,150000.0,2400.0,Diesel,Automatic,5600.0
Vaz,2111,2001,Universal,290.0,1500.0,Petrol,Manual,12500.0
